
# --- Starting Block: "Basic Latin","Standard ASCII." (0x0000 to 0x007F) ---
0x00000020   Symbol:    Name: SPACE
0x0001009F   Symbol: 𐂟  Name: LINEAR B IDEOGRAM B150
0x000100A0   Symbol: 𐂠  Name: LINEAR B IDEOGRAM B151 HORN
0x000100A1   Symbol: 𐂡  Name: LINEAR B IDEOGRAM B152
0x000100A2   Symbol: 𐂢  Name: LINEAR B IDEOGRAM B153
0x000100A3   Symbol: 𐂣  Name: LINEAR B IDEOGRAM B154
0x000100A4   Symbol: 𐂤  Name: LINEAR B MONOGRAM B156 TURO2
0x000100A5   Symbol: 𐂥  Name: LINEAR B IDEOGRAM B157
0x000100A6   Symbol: 𐂦  Name: LINEAR B IDEOGRAM B158
0x000100A7   Symbol: 𐂧  Name: LINEAR B IDEOGRAM B159 CLOTH
0x000100A8   Symbol: 𐂨  Name: LINEAR B IDEOGRAM B160
0x000100A9   Symbol: 𐂩  Name: LINEAR B IDEOGRAM B161
0x000100AA   Symbol: 𐂪  Name: LINEAR B IDEOGRAM B162 GARMENT
0x000100AB   Symbol: 𐂫  Name: LINEAR B IDEOGRAM B163 ARMOUR
0x000100AC   Symbol: 𐂬  Name: LINEAR B IDEOGRAM B164
0x000100AD   Symbol: 𐂭  Name: LINEAR B IDEOGRAM B165
0x000100AE   Symbol: 𐂮  Name: LINEAR B IDEOGRAM B166
0x000100AF   Symbol: 𐂯  Name: LINEAR B IDEOGRAM B167
0x000100B0   Symbol: 𐂰  Name: LINEAR B IDEOGRAM B168
0x000100B1   Symbol: 𐂱  Name: LINEAR B IDEOGRAM B169
0x000100B2   Symbol: 𐂲  Name: LINEAR B IDEOGRAM B170
0x000100B3   Symbol: 𐂳  Name: LINEAR B IDEOGRAM B171
0x000100B4   Symbol: 𐂴  Name: LINEAR B IDEOGRAM B172
0x000100B5   Symbol: 𐂵  Name: LINEAR B IDEOGRAM B173 MONTH
0x000100B6   Symbol: 𐂶  Name: LINEAR B IDEOGRAM B174
0x000100B7   Symbol: 𐂷  Name: LINEAR B IDEOGRAM B176 TREE
0x000100B8   Symbol: 𐂸  Name: LINEAR B IDEOGRAM B177
0x000100B9   Symbol: 𐂹  Name: LINEAR B IDEOGRAM B178
0x000100BA   Symbol: 𐂺  Name: LINEAR B IDEOGRAM B179
0x000100BB   Symbol: 𐂻  Name: LINEAR B IDEOGRAM B180
0x000100BC   Symbol: 𐂼  Name: LINEAR B IDEOGRAM B181
0x000100BD   Symbol: 𐂽  Name: LINEAR B IDEOGRAM B182
0x000100BE   Symbol: 𐂾  Name: LINEAR B IDEOGRAM B183
0x000100BF   Symbol: 𐂿  Name: LINEAR B IDEOGRAM B184
0x000100C0   Symbol: 𐃀  Name: LINEAR B IDEOGRAM B185
0x000100C1   Symbol: 𐃁  Name: LINEAR B IDEOGRAM B189
0x000100C2   Symbol: 𐃂  Name: LINEAR B IDEOGRAM B190
0x000100C3   Symbol: 𐃃  Name: LINEAR B IDEOGRAM B191 HELMET
0x000100C4   Symbol: 𐃄  Name: LINEAR B IDEOGRAM B220 FOOTSTOOL
0x000100C5   Symbol: 𐃅  Name: LINEAR B IDEOGRAM B225 BATHTUB
0x000100C6   Symbol: 𐃆  Name: LINEAR B IDEOGRAM B230 SPEAR
0x000100C7   Symbol: 𐃇  Name: LINEAR B IDEOGRAM B231 ARROW
0x000100C8   Symbol: 𐃈  Name: LINEAR B IDEOGRAM B232
0x000100C9   Symbol: 𐃉  Name: LINEAR B IDEOGRAM B233 SWORD
0x000100CA   Symbol: 𐃊  Name: LINEAR B IDEOGRAM B234
0x000100CB   Symbol: 𐃋  Name: LINEAR B IDEOGRAM B236
0x000100CC   Symbol: 𐃌  Name: LINEAR B IDEOGRAM B240 WHEELED CHARIOT
0x000100CD   Symbol: 𐃍  Name: LINEAR B IDEOGRAM B241 CHARIOT
0x000100CE   Symbol: 𐃎  Name: LINEAR B IDEOGRAM B242 CHARIOT FRAME
0x000100CF   Symbol: 𐃏  Name: LINEAR B IDEOGRAM B243 WHEEL
0x000100D0   Symbol: 𐃐  Name: LINEAR B IDEOGRAM B245
0x000100D1   Symbol: 𐃑  Name: LINEAR B IDEOGRAM B246
0x000100D2   Symbol: 𐃒  Name: LINEAR B MONOGRAM B247 DIPTE
0x000100D3   Symbol: 𐃓  Name: LINEAR B IDEOGRAM B248
0x000100D4   Symbol: 𐃔  Name: LINEAR B IDEOGRAM B249
0x000100D5   Symbol: 𐃕  Name: LINEAR B IDEOGRAM B251
0x000100D6   Symbol: 𐃖  Name: LINEAR B IDEOGRAM B252
0x000100D7   Symbol: 𐃗  Name: LINEAR B IDEOGRAM B253
0x000100D8   Symbol: 𐃘  Name: LINEAR B IDEOGRAM B254 DART
0x000100D9   Symbol: 𐃙  Name: LINEAR B IDEOGRAM B255
0x000100DA   Symbol: 𐃚  Name: LINEAR B IDEOGRAM B256
0x000100DB   Symbol: 𐃛  Name: LINEAR B IDEOGRAM B257
0x000100DC   Symbol: 𐃜  Name: LINEAR B IDEOGRAM B258
0x000100DD   Symbol: 𐃝  Name: LINEAR B IDEOGRAM B259
0x000100DE   Symbol: 𐃞  Name: LINEAR B IDEOGRAM VESSEL B155
0x000100DF   Symbol: 𐃟  Name: LINEAR B IDEOGRAM VESSEL B200
0x000100E0   Symbol: 𐃠  Name: LINEAR B IDEOGRAM VESSEL B201
0x000100E1   Symbol: 𐃡  Name: LINEAR B IDEOGRAM VESSEL B202
0x000100E2   Symbol: 𐃢  Name: LINEAR B IDEOGRAM VESSEL B203
0x000100E3   Symbol: 𐃣  Name: LINEAR B IDEOGRAM VESSEL B204
0x000100E4   Symbol: 𐃤  Name: LINEAR B IDEOGRAM VESSEL B205
0x000100E5   Symbol: 𐃥  Name: LINEAR B IDEOGRAM VESSEL B206
0x000100E6   Symbol: 𐃦  Name: LINEAR B IDEOGRAM VESSEL B207
0x000100E7   Symbol: 𐃧  Name: LINEAR B IDEOGRAM VESSEL B208
0x000100E8   Symbol: 𐃨  Name: LINEAR B IDEOGRAM VESSEL B209
0x000100E9   Symbol: 𐃩  Name: LINEAR B IDEOGRAM VESSEL B210
0x000100EA   Symbol: 𐃪  Name: LINEAR B IDEOGRAM VESSEL B211
0x000100EB   Symbol: 𐃫  Name: LINEAR B IDEOGRAM VESSEL B212
0x000100EC   Symbol: 𐃬  Name: LINEAR B IDEOGRAM VESSEL B213
0x000100ED   Symbol: 𐃭  Name: LINEAR B IDEOGRAM VESSEL B214
0x000100EE   Symbol: 𐃮  Name: LINEAR B IDEOGRAM VESSEL B215
0x000100EF   Symbol: 𐃯  Name: LINEAR B IDEOGRAM VESSEL B216
0x000100F0   Symbol: 𐃰  Name: LINEAR B IDEOGRAM VESSEL B217
0x000100F1   Symbol: 𐃱  Name: LINEAR B IDEOGRAM VESSEL B218
0x000100F2   Symbol: 𐃲  Name: LINEAR B IDEOGRAM VESSEL B219
0x000100F3   Symbol: 𐃳  Name: LINEAR B IDEOGRAM VESSEL B221
0x000100F4   Symbol: 𐃴  Name: LINEAR B IDEOGRAM VESSEL B222
0x000100F5   Symbol: 𐃵  Name: LINEAR B IDEOGRAM VESSEL B226
0x000100F6   Symbol: 𐃶  Name: LINEAR B IDEOGRAM VESSEL B227
0x000100F7   Symbol: 𐃷  Name: LINEAR B IDEOGRAM VESSEL B228
0x000100F8   Symbol: 𐃸  Name: LINEAR B IDEOGRAM VESSEL B229
0x000100F9   Symbol: 𐃹  Name: LINEAR B IDEOGRAM VESSEL B250
0x000100FA   Symbol: 𐃺  Name: LINEAR B IDEOGRAM VESSEL B305

# --- Starting Block: "Aegean Numbers" (0x10100 to 0x1013F) ---
0x00010100   Symbol: 𐄀  Name: AEGEAN WORD SEPARATOR LINE
0x00010101   Symbol: 𐄁  Name: AEGEAN WORD SEPARATOR DOT
0x00010102   Symbol: 𐄂  Name: AEGEAN CHECK MARK
0x00010107   Symbol: 𐄇  Name: AEGEAN NUMBER ONE
0x00010108   Symbol: 𐄈  Name: AEGEAN NUMBER TWO
0x00010109   Symbol: 𐄉  Name: AEGEAN NUMBER THREE
0x0001010A   Symbol: 𐄊  Name: AEGEAN NUMBER FOUR
0x0001010B   Symbol: 𐄋  Name: AEGEAN NUMBER FIVE
0x0001010C   Symbol: 𐄌  Name: AEGEAN NUMBER SIX
0x0001010D   Symbol: 𐄍  Name: AEGEAN NUMBER SEVEN
0x0001010E   Symbol: 𐄎  Name: AEGEAN NUMBER EIGHT
0x0001010F   Symbol: 𐄏  Name: AEGEAN NUMBER NINE
0x00010110   Symbol: 𐄐  Name: AEGEAN NUMBER TEN
0x00010111   Symbol: 𐄑  Name: AEGEAN NUMBER TWENTY
0x00010112   Symbol: 𐄒  Name: AEGEAN NUMBER THIRTY
0x00010113   Symbol: 𐄓  Name: AEGEAN NUMBER FORTY
0x00010114   Symbol: 𐄔  Name: AEGEAN NUMBER FIFTY
0x00010115   Symbol: 𐄕  Name: AEGEAN NUMBER SIXTY
0x00010116   Symbol: 𐄖  Name: AEGEAN NUMBER SEVENTY
0x00010117   Symbol: 𐄗  Name: AEGEAN NUMBER EIGHTY
0x00010118   Symbol: 𐄘  Name: AEGEAN NUMBER NINETY
0x00010119   Symbol: 𐄙  Name: AEGEAN NUMBER ONE HUNDRED
0x0001011A   Symbol: 𐄚  Name: AEGEAN NUMBER TWO HUNDRED
0x0001011B   Symbol: 𐄛  Name: AEGEAN NUMBER THREE HUNDRED
0x0001011C   Symbol: 𐄜  Name: AEGEAN NUMBER FOUR HUNDRED
0x0001011D   Symbol: 𐄝  Name: AEGEAN NUMBER FIVE HUNDRED
0x0001011E   Symbol: 𐄞  Name: AEGEAN NUMBER SIX HUNDRED
0x0001011F   Symbol: 𐄟  Name: AEGEAN NUMBER SEVEN HUNDRED
0x00010120   Symbol: 𐄠  Name: AEGEAN NUMBER EIGHT HUNDRED
0x00010121   Symbol: 𐄡  Name: AEGEAN NUMBER NINE HUNDRED
0x00010122   Symbol: 𐄢  Name: AEGEAN NUMBER ONE THOUSAND
0x00010123   Symbol: 𐄣  Name: AEGEAN NUMBER TWO THOUSAND
0x00010124   Symbol: 𐄤  Name: AEGEAN NUMBER THREE THOUSAND
0x00010125   Symbol: 𐄥  Name: AEGEAN NUMBER FOUR THOUSAND
0x00010126   Symbol: 𐄦  Name: AEGEAN NUMBER FIVE THOUSAND
0x00010127   Symbol: 𐄧  Name: AEGEAN NUMBER SIX THOUSAND
0x00010128   Symbol: 𐄨  Name: AEGEAN NUMBER SEVEN THOUSAND
0x00010129   Symbol: 𐄩  Name: AEGEAN NUMBER EIGHT THOUSAND
0x0001012A   Symbol: 𐄪  Name: AEGEAN NUMBER NINE THOUSAND
0x0001012B   Symbol: 𐄫  Name: AEGEAN NUMBER TEN THOUSAND
0x0001012C   Symbol: 𐄬  Name: AEGEAN NUMBER TWENTY THOUSAND
0x0001012D   Symbol: 𐄭  Name: AEGEAN NUMBER THIRTY THOUSAND
0x0001012E   Symbol: 𐄮  Name: AEGEAN NUMBER FORTY THOUSAND
0x0001012F   Symbol: 𐄯  Name: AEGEAN NUMBER FIFTY THOUSAND
0x00010130   Symbol: 𐄰  Name: AEGEAN NUMBER SIXTY THOUSAND
0x00010131   Symbol: 𐄱  Name: AEGEAN NUMBER SEVENTY THOUSAND
0x00010132   Symbol: 𐄲  Name: AEGEAN NUMBER EIGHTY THOUSAND
0x00010133   Symbol: 𐄳  Name: AEGEAN NUMBER NINETY THOUSAND
0x00010137   Symbol: 𐄷  Name: AEGEAN WEIGHT BASE UNIT
0x00010138   Symbol: 𐄸  Name: AEGEAN WEIGHT FIRST SUBUNIT
0x00010139   Symbol: 𐄹  Name: AEGEAN WEIGHT SECOND SUBUNIT
0x0001013A   Symbol: 𐄺  Name: AEGEAN WEIGHT THIRD SUBUNIT
0x0001013B   Symbol: 𐄻  Name: AEGEAN WEIGHT FOURTH SUBUNIT
0x0001013C   Symbol: 𐄼  Name: AEGEAN DRY MEASURE FIRST SUBUNIT
0x0001013D   Symbol: 𐄽  Name: AEGEAN LIQUID MEASURE FIRST SUBUNIT
0x0001013E   Symbol: 𐄾  Name: AEGEAN MEASURE SECOND SUBUNIT
0x0001013F   Symbol: 𐄿  Name: AEGEAN MEASURE THIRD SUBUNIT

# --- Starting Block: "Ancient Greek Numbers" (0x10140 to 0x1018F) ---
0x00010140   Symbol: 𐅀  Name: GREEK ACROPHONIC ATTIC ONE QUARTER
0x00010141   Symbol: 𐅁  Name: GREEK ACROPHONIC ATTIC ONE HALF
0x00010142   Symbol: 𐅂  Name: GREEK ACROPHONIC ATTIC ONE DRACHMA
0x00010143   Symbol: 𐅃  Name: GREEK ACROPHONIC ATTIC FIVE
0x00010144   Symbol: 𐅄  Name: GREEK ACROPHONIC ATTIC FIFTY
0x00010145   Symbol: 𐅅  Name: GREEK ACROPHONIC ATTIC FIVE HUNDRED
0x00010146   Symbol: 𐅆  Name: GREEK ACROPHONIC ATTIC FIVE THOUSAND
0x00010147   Symbol: 𐅇  Name: GREEK ACROPHONIC ATTIC FIFTY THOUSAND
0x00010148   Symbol: 𐅈  Name: GREEK ACROPHONIC ATTIC FIVE TALENTS
0x00010149   Symbol: 𐅉  Name: GREEK ACROPHONIC ATTIC TEN TALENTS
0x0001014A   Symbol: 𐅊  Name: GREEK ACROPHONIC ATTIC FIFTY TALENTS
0x0001014B   Symbol: 𐅋  Name: GREEK ACROPHONIC ATTIC ONE HUNDRED TALENTS
0x0001014C   Symbol: 𐅌  Name: GREEK ACROPHONIC ATTIC FIVE HUNDRED TALENTS
0x0001014D   Symbol: 𐅍  Name: GREEK ACROPHONIC ATTIC ONE THOUSAND TALENTS
0x0001014E   Symbol: 𐅎  Name: GREEK ACROPHONIC ATTIC FIVE THOUSAND TALENTS
0x0001014F   Symbol: 𐅏  Name: GREEK ACROPHONIC ATTIC FIVE STATERS
0x00010150   Symbol: 𐅐  Name: GREEK ACROPHONIC ATTIC TEN STATERS
0x00010151   Symbol: 𐅑  Name: GREEK ACROPHONIC ATTIC FIFTY STATERS
0x00010152   Symbol: 𐅒  Name: GREEK ACROPHONIC ATTIC ONE HUNDRED STATERS
0x00010153   Symbol: 𐅓  Name: GREEK ACROPHONIC ATTIC FIVE HUNDRED STATERS
0x00010154   Symbol: 𐅔  Name: GREEK ACROPHONIC ATTIC ONE THOUSAND STATERS
0x00010155   Symbol: 𐅕  Name: GREEK ACROPHONIC ATTIC TEN THOUSAND STATERS
0x00010156   Symbol: 𐅖  Name: GREEK ACROPHONIC ATTIC FIFTY THOUSAND STATERS
0x00010157   Symbol: 𐅗  Name: GREEK ACROPHONIC ATTIC TEN MNAS
0x00010158   Symbol: 𐅘  Name: GREEK ACROPHONIC HERAEUM ONE PLETHRON
0x00010159   Symbol: 𐅙  Name: GREEK ACROPHONIC THESPIAN ONE
0x0001015A   Symbol: 𐅚  Name: GREEK ACROPHONIC HERMIONIAN ONE
0x0001015B   Symbol: 𐅛  Name: GREEK ACROPHONIC EPIDAUREAN TWO
0x0001015C   Symbol: 𐅜  Name: GREEK ACROPHONIC THESPIAN TWO
0x0001015D   Symbol: 𐅝  Name: GREEK ACROPHONIC CYRENAIC TWO DRACHMAS
0x0001015E   Symbol: 𐅞  Name: GREEK ACROPHONIC EPIDAUREAN TWO DRACHMAS
0x0001015F   Symbol: 𐅟  Name: GREEK ACROPHONIC TROEZENIAN FIVE
0x00010160   Symbol: 𐅠  Name: GREEK ACROPHONIC TROEZENIAN TEN
0x00010161   Symbol: 𐅡  Name: GREEK ACROPHONIC TROEZENIAN TEN ALTERNATE FORM
0x00010162   Symbol: 𐅢  Name: GREEK ACROPHONIC HERMIONIAN TEN
0x00010163   Symbol: 𐅣  Name: GREEK ACROPHONIC MESSENIAN TEN
0x00010164   Symbol: 𐅤  Name: GREEK ACROPHONIC THESPIAN TEN
0x00010165   Symbol: 𐅥  Name: GREEK ACROPHONIC THESPIAN THIRTY
0x00010166   Symbol: 𐅦  Name: GREEK ACROPHONIC TROEZENIAN FIFTY
0x00010167   Symbol: 𐅧  Name: GREEK ACROPHONIC TROEZENIAN FIFTY ALTERNATE FORM
0x00010168   Symbol: 𐅨  Name: GREEK ACROPHONIC HERMIONIAN FIFTY
0x00010169   Symbol: 𐅩  Name: GREEK ACROPHONIC THESPIAN FIFTY
0x0001016A   Symbol: 𐅪  Name: GREEK ACROPHONIC THESPIAN ONE HUNDRED
0x0001016B   Symbol: 𐅫  Name: GREEK ACROPHONIC THESPIAN THREE HUNDRED
0x0001016C   Symbol: 𐅬  Name: GREEK ACROPHONIC EPIDAUREAN FIVE HUNDRED
0x0001016D   Symbol: 𐅭  Name: GREEK ACROPHONIC TROEZENIAN FIVE HUNDRED
0x0001016E   Symbol: 𐅮  Name: GREEK ACROPHONIC THESPIAN FIVE HUNDRED
0x0001016F   Symbol: 𐅯  Name: GREEK ACROPHONIC CARYSTIAN FIVE HUNDRED
0x00010170   Symbol: 𐅰  Name: GREEK ACROPHONIC NAXIAN FIVE HUNDRED
0x00010171   Symbol: 𐅱  Name: GREEK ACROPHONIC THESPIAN ONE THOUSAND
0x00010172   Symbol: 𐅲  Name: GREEK ACROPHONIC THESPIAN FIVE THOUSAND
0x00010173   Symbol: 𐅳  Name: GREEK ACROPHONIC DELPHIC FIVE MNAS
0x00010174   Symbol: 𐅴  Name: GREEK ACROPHONIC STRATIAN FIFTY MNAS
0x00010175   Symbol: 𐅵  Name: GREEK ONE HALF SIGN
0x00010176   Symbol: 𐅶  Name: GREEK ONE HALF SIGN ALTERNATE FORM
0x00010177   Symbol: 𐅷  Name: GREEK TWO THIRDS SIGN
0x00010178   Symbol: 𐅸  Name: GREEK THREE QUARTERS SIGN
0x00010179   Symbol: 𐅹  Name: GREEK YEAR SIGN
0x0001017A   Symbol: 𐅺  Name: GREEK TALENT SIGN
0x0001017B   Symbol: 𐅻  Name: GREEK DRACHMA SIGN
0x0001017C   Symbol: 𐅼  Name: GREEK OBOL SIGN
0x0001017D   Symbol: 𐅽  Name: GREEK TWO OBOLS SIGN
0x0001017E   Symbol: 𐅾  Name: GREEK THREE OBOLS SIGN
0x0001017F   Symbol: 𐅿  Name: GREEK FOUR OBOLS SIGN
0x00010180   Symbol: 𐆀  Name: GREEK FIVE OBOLS SIGN
0x00010181   Symbol: 𐆁  Name: GREEK METRETES SIGN
0x00010182   Symbol: 𐆂  Name: GREEK KYATHOS BASE SIGN
0x00010184   Symbol: 𐆄  Name: GREEK OUNKIA SIGN
0x00010185   Symbol: 𐆅  Name: GREEK XESTES SIGN
0x00010186   Symbol: 𐆆  Name: GREEK ARTABE SIGN
0x0001018A   Symbol: 𐆊  Name: GREEK ZERO SIGN

# --- Starting Block: "Ancient Symbols" (0x10190 to 0x101CF) ---
0x00010190   Symbol: 𐆐  Name: ROMAN SEXTANS SIGN
0x00010191   Symbol: 𐆑  Name: ROMAN UNCIA SIGN
0x00010192   Symbol: 𐆒  Name: ROMAN SEMUNCIA SIGN
0x00010193   Symbol: 𐆓  Name: ROMAN SEXTULA SIGN
0x00010194   Symbol: 𐆔  Name: ROMAN DIMIDIA SEXTULA SIGN
0x00010195   Symbol: 𐆕  Name: ROMAN SILIQUA SIGN
0x00010196   Symbol: 𐆖  Name: ROMAN DENARIUS SIGN
0x00010197   Symbol: 𐆗  Name: ROMAN QUINARIUS SIGN
0x00010198   Symbol: 𐆘  Name: ROMAN SESTERTIUS SIGN
0x00010199   Symbol: 𐆙  Name: ROMAN DUPONDIUS SIGN
0x0001019A   Symbol: 𐆚  Name: ROMAN AS SIGN
0x0001019B   Symbol: 𐆛  Name: ROMAN CENTURIAL SIGN

# --- Starting Block: "Lycian" (0x10280 to 0x1029F) ---
0x00010280   Symbol: 𐊀  Name: LYCIAN LETTER A
0x00010281   Symbol: 𐊁  Name: LYCIAN LETTER E
0x00010282   Symbol: 𐊂  Name: LYCIAN LETTER B
0x00010283   Symbol: 𐊃  Name: LYCIAN LETTER BH
0x00010284   Symbol: 𐊄  Name: LYCIAN LETTER G
0x00010285   Symbol: 𐊅  Name: LYCIAN LETTER D
0x00010286   Symbol: 𐊆  Name: LYCIAN LETTER I
0x00010287   Symbol: 𐊇  Name: LYCIAN LETTER W
0x00010288   Symbol: 𐊈  Name: LYCIAN LETTER Z
0x00010289   Symbol: 𐊉  Name: LYCIAN LETTER TH
0x0001028A   Symbol: 𐊊  Name: LYCIAN LETTER J
0x0001028B   Symbol: 𐊋  Name: LYCIAN LETTER K
0x0001028C   Symbol: 𐊌  Name: LYCIAN LETTER Q
0x0001028D   Symbol: 𐊍  Name: LYCIAN LETTER L
0x0001028E   Symbol: 𐊎  Name: LYCIAN LETTER M
0x0001028F   Symbol: 𐊏  Name: LYCIAN LETTER N
0x00010290   Symbol: 𐊐  Name: LYCIAN LETTER MM
0x00010291   Symbol: 𐊑  Name: LYCIAN LETTER NN
0x00010292   Symbol: 𐊒  Name: LYCIAN LETTER U
0x00010293   Symbol: 𐊓  Name: LYCIAN LETTER P
0x00010294   Symbol: 𐊔  Name: LYCIAN LETTER KK
0x00010295   Symbol: 𐊕  Name: LYCIAN LETTER R
0x00010296   Symbol: 𐊖  Name: LYCIAN LETTER S
0x00010297   Symbol: 𐊗  Name: LYCIAN LETTER T
0x00010298   Symbol: 𐊘  Name: LYCIAN LETTER TT
0x00010299   Symbol: 𐊙  Name: LYCIAN LETTER AN
0x0001029A   Symbol: 𐊚  Name: LYCIAN LETTER EN
0x0001029B   Symbol: 𐊛  Name: LYCIAN LETTER H
0x0001029C   Symbol: 𐊜  Name: LYCIAN LETTER X

# --- Starting Block: "Carian" (0x102A0 to 0x102DF) ---
0x000102A0   Symbol: 𐊠  Name: CARIAN LETTER A
0x000102A1   Symbol: 𐊡  Name: CARIAN LETTER P2
0x000102A2   Symbol: 𐊢  Name: CARIAN LETTER D
0x000102A3   Symbol: 𐊣  Name: CARIAN LETTER L
0x000102A4   Symbol: 𐊤  Name: CARIAN LETTER UUU
0x000102A5   Symbol: 𐊥  Name: CARIAN LETTER R
0x000102A6   Symbol: 𐊦  Name: CARIAN LETTER LD
0x000102A7   Symbol: 𐊧  Name: CARIAN LETTER A2
0x000102A8   Symbol: 𐊨  Name: CARIAN LETTER Q
0x000102A9   Symbol: 𐊩  Name: CARIAN LETTER B
0x000102AA   Symbol: 𐊪  Name: CARIAN LETTER M
0x000102AB   Symbol: 𐊫  Name: CARIAN LETTER O
0x000102AC   Symbol: 𐊬  Name: CARIAN LETTER D2
0x000102AD   Symbol: 𐊭  Name: CARIAN LETTER T
0x000102AE   Symbol: 𐊮  Name: CARIAN LETTER SH
0x000102AF   Symbol: 𐊯  Name: CARIAN LETTER SH2
0x000102B0   Symbol: 𐊰  Name: CARIAN LETTER S
0x000102B1   Symbol: 𐊱  Name: CARIAN LETTER C-18
0x000102B2   Symbol: 𐊲  Name: CARIAN LETTER U
0x000102B3   Symbol: 𐊳  Name: CARIAN LETTER NN
0x000102B4   Symbol: 𐊴  Name: CARIAN LETTER X
0x000102B5   Symbol: 𐊵  Name: CARIAN LETTER N
0x000102B6   Symbol: 𐊶  Name: CARIAN LETTER TT2
0x000102B7   Symbol: 𐊷  Name: CARIAN LETTER P
0x000102B8   Symbol: 𐊸  Name: CARIAN LETTER SS
0x000102B9   Symbol: 𐊹  Name: CARIAN LETTER I
0x000102BA   Symbol: 𐊺  Name: CARIAN LETTER E
0x000102BB   Symbol: 𐊻  Name: CARIAN LETTER UUUU
0x000102BC   Symbol: 𐊼  Name: CARIAN LETTER K
0x000102BD   Symbol: 𐊽  Name: CARIAN LETTER K2
0x000102BE   Symbol: 𐊾  Name: CARIAN LETTER ND
0x000102BF   Symbol: 𐊿  Name: CARIAN LETTER UU
0x000102C0   Symbol: 𐋀  Name: CARIAN LETTER G
0x000102C1   Symbol: 𐋁  Name: CARIAN LETTER G2
0x000102C2   Symbol: 𐋂  Name: CARIAN LETTER ST
0x000102C3   Symbol: 𐋃  Name: CARIAN LETTER ST2
0x000102C4   Symbol: 𐋄  Name: CARIAN LETTER NG
0x000102C5   Symbol: 𐋅  Name: CARIAN LETTER II
0x000102C6   Symbol: 𐋆  Name: CARIAN LETTER C-39
0x000102C7   Symbol: 𐋇  Name: CARIAN LETTER TT
0x000102C8   Symbol: 𐋈  Name: CARIAN LETTER UUU2
0x000102C9   Symbol: 𐋉  Name: CARIAN LETTER RR
0x000102CA   Symbol: 𐋊  Name: CARIAN LETTER MB
0x000102CB   Symbol: 𐋋  Name: CARIAN LETTER MB2
0x000102CC   Symbol: 𐋌  Name: CARIAN LETTER MB3
0x000102CD   Symbol: 𐋍  Name: CARIAN LETTER MB4
0x000102CE   Symbol: 𐋎  Name: CARIAN LETTER LD2
0x000102CF   Symbol: 𐋏  Name: CARIAN LETTER E2
0x000102D0   Symbol: 𐋐  Name: CARIAN LETTER UUU3

# --- Starting Block: "Coptic Epact Numbers" (0x102E0 to 0x102FF) ---
0x000102E0   Symbol: 𐋠  Name: COPTIC EPACT THOUSANDS MARK
0x000102E1   Symbol: 𐋡  Name: COPTIC EPACT DIGIT ONE
0x000102E2   Symbol: 𐋢  Name: COPTIC EPACT DIGIT TWO
0x000102E3   Symbol: 𐋣  Name: COPTIC EPACT DIGIT THREE
0x000102E4   Symbol: 𐋤  Name: COPTIC EPACT DIGIT FOUR
0x000102E5   Symbol: 𐋥  Name: COPTIC EPACT DIGIT FIVE
0x000102E6   Symbol: 𐋦  Name: COPTIC EPACT DIGIT SIX
0x000102E7   Symbol: 𐋧  Name: COPTIC EPACT DIGIT SEVEN
0x000102E8   Symbol: 𐋨  Name: COPTIC EPACT DIGIT EIGHT
0x000102E9   Symbol: 𐋩  Name: COPTIC EPACT DIGIT NINE
0x000102EA   Symbol: 𐋪  Name: COPTIC EPACT NUMBER TEN
0x000102EB   Symbol: 𐋫  Name: COPTIC EPACT NUMBER TWENTY
0x000102EC   Symbol: 𐋬  Name: COPTIC EPACT NUMBER THIRTY
0x000102ED   Symbol: 𐋭  Name: COPTIC EPACT NUMBER FORTY
0x000102EE   Symbol: 𐋮  Name: COPTIC EPACT NUMBER FIFTY
0x000102EF   Symbol: 𐋯  Name: COPTIC EPACT NUMBER SIXTY
0x000102F0   Symbol: 𐋰  Name: COPTIC EPACT NUMBER SEVENTY
0x000102F1   Symbol: 𐋱  Name: COPTIC EPACT NUMBER EIGHTY
0x000102F2   Symbol: 𐋲  Name: COPTIC EPACT NUMBER NINETY
0x000102F3   Symbol: 𐋳  Name: COPTIC EPACT NUMBER ONE HUNDRED
0x000102F4   Symbol: 𐋴  Name: COPTIC EPACT NUMBER TWO HUNDRED
0x000102F5   Symbol: 𐋵  Name: COPTIC EPACT NUMBER THREE HUNDRED
0x000102F6   Symbol: 𐋶  Name: COPTIC EPACT NUMBER FOUR HUNDRED
0x000102F7   Symbol: 𐋷  Name: COPTIC EPACT NUMBER FIVE HUNDRED
0x000102F8   Symbol: 𐋸  Name: COPTIC EPACT NUMBER SIX HUNDRED
0x000102F9   Symbol: 𐋹  Name: COPTIC EPACT NUMBER SEVEN HUNDRED
0x000102FA   Symbol: 𐋺  Name: COPTIC EPACT NUMBER EIGHT HUNDRED
0x000102FB   Symbol: 𐋻  Name: COPTIC EPACT NUMBER NINE HUNDRED

# --- Starting Block: "Old Italic" (0x10300 to 0x1032F) ---
0x00010300   Symbol: 𐌀  Name: OLD ITALIC LETTER A
0x00010301   Symbol: 𐌁  Name: OLD ITALIC LETTER BE
0x00010302   Symbol: 𐌂  Name: OLD ITALIC LETTER KE
0x00010303   Symbol: 𐌃  Name: OLD ITALIC LETTER DE
0x00010304   Symbol: 𐌄  Name: OLD ITALIC LETTER E
0x00010305   Symbol: 𐌅  Name: OLD ITALIC LETTER VE
